,Phone number,Fax,Email,Website,Address,locality,administrative_area_level_2,administrative_area_level_1,country,relation_number
955,025 69 01 06,025 69 02 36,apcouledantar@gmail.com,,commune ouled antar,Ouled Antar,Ouled Antar,Medea,Algeria,2522974
956,025 74 90 03,025 74 90 05 /025 74 90 02,apcbouaichoune2659@gmail.com,,commune bouaichoune centre,Bouaichoune,Si Mahdjoub,Medea,Algeria,2548192
957,025 73 71 04,025 73 71 46,communehannacha2660@yahoo.com,,commune hannacha centre,Hannacha,Ouamri,Medea,Algeria,2561252
958,025 71 61 14,025 71 61 02,apcsedraria@yahoo.fr,,commune sedraya,Sedraya,Guelb El Kebir,Medea,Algeria,2922524
959,025 70 02 34,025 70 02 34,servicepersnnelapcmoudjbeur@yahoo.com,,commune medjbeur,Medjebar,Seghouane,Medea,Algeria,2525423
960,025 76 61 02,025 76 62 04,apckhamsdjouamaa@hotmail.com,,rue alloune othmane,Khams Djouamaa,Sidi Naamane,Medea,Algeria,2592263
961,025 68 51 08 ,025 68 51 16,apcsaneg@gmail.com,,commune saneg,Saneg,Ksar El Boukhari,Medea,Algeria,2525173
962,045 41 35 05/045 41 37 06,045 41 34 64,,,,Mostaganem,Mostaganem,Mostaganem,Algeria,5752724
963,045 27 11 98/045 27 11 22,045 27 12 41,,,,Sayada,Kheir Eddine,Mostaganem,Algeria,5752725
964,045 27 81 46,045 27 82 32,,,,Fornaka,Ain Nouicy,Mostaganem,Algeria,6660568
965,045 22 10 44,045 22 10 46,,,,Stidia,Hassi Mameche,Mostaganem,Algeria,6660577
966,045 27 40 60,045 27 40 27,,,,Ain-Nouissy,Ain Nouicy,Mostaganem,Algeria,6660565
967,045 22 91 99,045 22 98 50,,,,Hassi Mameche,Hassi Mameche,Mostaganem,Algeria,5752722
968,045 48 65 21,045 48 65 23,,,,Ain-Tedles,Ain Tedeles,Mostaganem,Algeria,5757183
969,045 28 13 06,045 28 11 06,,,,Sour,Ain Tedeles,Mostaganem,Algeria,6660583
970,045 27 61 06,045 27 61 05,,,,Oued El Kheir,Ain Tedeles,Mostaganem,Algeria,6660573
971,045 32 92 79,045 32 92 79,,,,Sidi Belattar,Ain Tedeles,Mostaganem,Algeria,6660579
972,045 42 81 37,045 42 85 12,,,,Kheir-Eddine,Kheir Eddine,Mostaganem,Algeria,5757184
973,045 45 10 83,045 45 10 82,,,,Sidi Ali,Sidi Ali,Mostaganem,Algeria,6660578
974,045 44 93 62,045 44 93 60,,,,Benabdelmalek Ramdane,Sidi Lakhdar,Mostaganem,Algeria,6660562
975,045 24 61 98/045 24 63 56,045 24 63 56,,,,Hadjadj,Sidi Lakhdar,Mostaganem,Algeria,6660569
976,045 45 46 59,045  45 46 61,,,,Nekmaria,Achaacha,Mostaganem,Algeria,6660572
977,045 24 72 36,045 24 71 64,,,,Sidi-Lakhdar,Sidi Lakhdar,Mostaganem,Algeria,6660580
978,045 45 03 50,045 45 03 48,,,,Achaacha,Achaacha,Mostaganem,Algeria,6660563
979,045 45 06 41,045 45 06 43,,,,Khadra,Achaacha,Mostaganem,Algeria,6660570
980,045 22 40 60,045 22 40 79,,,,Bouguirat,Bouguirat,Mostaganem,Algeria,6660566
981,045 27 01 40,045 27 04 02,,,,Sirat,Bouguirat,Mostaganem,Algeria,6660581
982,045 38 51 67,045 38 51 20,,,,Ain-Sidi Cherif,Mesra,Mostaganem,Algeria,6660564
983,045 48 31 38,045  48 36 03,,,,Mesra,Mesra,Mostaganem,Algeria,6674836
984,045 31 31 75,045 31 31 76,,,,Mansourah,Mesra,Mostaganem,Algeria,6660571
985,045 31 42 27,045 31 42 28,,,,Souaflia,Bouguirat,Mostaganem,Algeria,6660582
986,045 45 44 23,045 45 44 22,,,,Ouled Boughalem,Achaacha,Mostaganem,Algeria,6660574
987,045 48 16 15,045  48 16 17,,,,Ouled Maalah,Sidi Ali,Mostaganem,Algeria,6660575
988,045 23 53 51,045 23 57 58,,,,Mazagran,Hassi Mameche,Mostaganem,Algeria,5752723
989,045 32 41 66,045 32 44 20,,,,Ain-Boudinar,Kheir Eddine,Mostaganem,Algeria,5757182
990,045 45 41 03,045 45 41 14,,,,Tazgait,Sidi Ali,Mostaganem,Algeria,6660584
991,045 35 38 54,045 35 38 55,,,,Safsaf,Bouguirat,Mostaganem,Algeria,6660576
992,045 48 73 87,045  48  74 78,,,,Touahria,Mesra,Mostaganem,Algeria,6660585
993,045 28 31 14,045 28 31 82,,,,Hassiane,Ain Nouicy,Mostaganem,Algeria,6660567
994,035 33 07 77/ 035 33 07 72,035 33 07 67,,,Rue Colonel Amirouche Aite Hamouda,M'Sila,M'Sila,M'Sila,Algeria,6547246
995,035 59 71 02,035 59 71 09,apcmaadid@yahoo.fr,,Rue el chahid bel amri abdelkader cité el chahid bourezg abdelkader commune de maadid,Maadid,Ouled Derradj,M'Sila,Algeria,6547247
996,035 57 51 35,035 57 54 96,apchammamdalaa@gmail.com,,Cité 1 Novembre hammam dalaa,Hammam Dalaa,Hammam Dalaa,M'Sila,Algeria,6547241
997,035 57 73 26,035 57 72 04,ouledderradj2804@hotmail.fr,,siège ouled derradj,Ouled Derradj,Ouled Derradj,M'Sila,Algeria,6547254
998,035 56 31 01,/,tarmount2805@gmail.com,,Cité elwafa commune tarmount,Tarmount,Hammam Dalaa,M'Sila,Algeria,6547266
999,035 32 61 84,035 32 61 83,apc metarfa@yahoo.com,,Rue de l'independance de l'agglomération chef lieu,M'Tarfa,Ouled Derradj,M'Sila,Algeria,6547245
1000,035 46 71 02,035 46 73 36,communekhoubana@gmail.com,,Rue 05 juillet,Khoubana,Khoubana,M'Sila,Algeria,6547243
1001,035 41 91 33,035 41 91 33,apcmcif@gmail.com,,Rue moudjahid mouissat foudile ben mohamed,M'Cif,Khoubana,M'Sila,Algeria,6547244
1002,035 57 21 88,035 57 21 94,chellal2809@gmail.com,,Cité madi abdelhamid rue amir abdelkader n°port 12,Chellal,Chellal,M'Sila,Algeria,6547237
1003,035 42 61 64,035 48 61 65,commune.ouledmadhi1985@gmail.com,,ced el ghaba commune ouled madhi,Ouled Madhi,Chellal,M'Sila,Algeria,6547255
1004,035 59 34 47,035 59 35 36,magra2811@gmail.com,,Cité le premier Novembre Route Nationale N°28 Magra,Magra,Magra,M'Sila,Algeria,6547249
1005,035 39 91 13,035 39 91 02,apcberhou2812@gmail.com,,Cité Houari Boumediene Boulevard de El moudjahid Redaoui Abdellah,Berhoum,Magra,M'Sila,Algeria,6547234
1006,035 59 01 02,035 59 03 04,ain.khadra2813@gmail.com,,Cité 1er le 1er Novembre Ain el Khadra,Ain Khadra,Magra,M'Sila,Algeria,6547230
1007,035 59 83 70,035 59 83 87,oaguebala@gmail.com,,siège ouled addi guebala,Ouled Addi Guebala,Ouled Derradj,M'Sila,Algeria,6547253
1008,035 57 10 42,035 57 13 84,apcbelaiba2815@yahoo.com,,Route Nationale N°28 Belaiba centre,Belaiba,Magra,M'Sila,Algeria,6547231
1009,035 40 54 74,035 40 54 75,apcsidiaissa@gmail.com,,cité 05 juillet 1962 sidi Aissa 28002,Sidi Aissa,Sidi Aissa,M'Sila,Algeria,6547260
1010,035 50 06 06,035 50 06 75,a_apc@yahoo.com,,cité 24 février,Ain El Hadjel,Ain El Hadjel,M'Sila,Algeria,6547229
1011,035 49 83 75,035 49 83 75,apc_sidihadjres@yahoo.com,,Boulevard principal ( en face la route national N°40),Sidi Hadjeres,Ain El Hadjel,M'Sila,Algeria,6547261
1012,035 57 41 99,035 57 45 93,apcouanougha@gmail.com,,Rue el moudjahid Tarchi Said ben hamouda N°14 ouanougha,Ouanougha,Hammam Dalaa,M'Sila,Algeria,6547252
1013,035 43 41 48 / 035 43 41 36,035 43 41 35,bousaada@gmail.com,,boulevard med khemisti Bou saada,Bou Saada,Bousaada,M'Sila,Algeria,6547235
1014,035 44 01 16,035 44 01 13,apc.osd.2879@gmail.com,,Cité Badji Mokhtar C.P 28032,Ouled Sidi Brahim,Ouled Sidi Brahim,M'Sila,Algeria,6547257
1015,035 46 51 74,035 46 53 27,apc_sidi_ameur@yahoo.com,,Cité de L'indipendance,Sidi Ameur,Sidi Ameur,M'Sila,Algeria,6547259
1016,035 42 41 01,035 42 41 80,apctemsa2823@gmail.com,,Cité zitoune,Tamsa,Sidi Ameur,M'Sila,Algeria,6547263
1017,035 46 82 07,035 46 83 28,apcbensrour@gmail.com,,Cité Administratif,Ben Srour,Ben Srour,M'Sila,Algeria,5559082
1018,035 42 11 38,035 42 11 38,ouledslimaneapc@gmail.com,,siège de ouled slimane,Ouled Slimane,Ben Srour,M'Sila,Algeria,5558595
1019,035 44 21 02,035 44 21 02,elhouamed2826@gmail.com,,Rue Chahide Aouiti belkacem,El Houamed,Khoubana,M'Sila,Algeria,6547240
1020,035 51 41 15,035 51 44 36,apc-elhamel@hotmail.com,,Cité el mirah centre ville el hamel,El Hamel,Bousaada,M'Sila,Algeria,6547239
1021,035 56 51 02,035 56 51 03,apcouledmansour@gmail.com,,Ouled Moussa commune Ouled Mansour,Ouled Mansour,Hammam Dalaa,M'Sila,Algeria,6547256
1022,035 41 81 06,035 41 81 11,apcmaarif@gmail.com,,APC MAARIF code postal 28051 djebel-thameur,Maarif,Chellal,M'Sila,Algeria,6547248
1023,035 39 41 49,035 39 41 48,dehahna2830@gmail.com,,Cité de l'indepandence rue le 1er Novembre dehahna,Dehahna,Magra,M'Sila,Algeria,6547238
1024,035 40 41 03,035 39 41 21,apcboutisayeh@gmail.com,,cité rahma Bouti sayeh,Bouti Sayeh,Sidi Aissa,M'Sila,Algeria,6547236
1025,035 32 91 43,035 32 91 45,commune.khattouti@gmail.com,,khattoti sed el djir code postal 28056,Khettouti Sed El Djir,Chellal,M'Sila,Algeria,6547242
1026,035 41 21 05,035 41 21 09,apczarzour@gmail.com,,Cité colonelle si haoues en face RN 70,Zarzour,Ben Srour,M'Sila,Algeria,5558909
1027,035 47 61 02,035 47 61 07,apc.mohamed.boudiaf@gmail.com,,Cité hay elkaria,Mohamed Boudiaf,Ben Srour,M'Sila,Algeria,5539319
1028,035 46 91 02,035 46 91 09,apcbenzouh2835@gmail.com,,Boulevard 1er Novembre 1954 C.P 28028,Benzouh,Ouled Sidi Brahim,M'Sila,Algeria,6547233
1029,035 48 01 07,035 48 01 07,birfada2836@gmail.com,,en face la gendarmerie,Bir Foda,Ain El Melh,M'Sila,Algeria,5514983
1030,035 47 89 45,035 47 89 46, ainfares2837@gmail.com,,08 Rue daraf mohamed ain fares,Ain Fares,Ain El Melh,M'Sila,Algeria,5538988
1031,035 46 21 02,035 46 21 50,apc.sidimhamed2838@gmail.com,,BORDJ BELKHERIF SIDI AMHAMED,Sidi M'Hamed,Ain El Melh,M'Sila,Algeria,5528024
1032,035 53 01 04,035 53 00 88,apcmenaa@yahoo.com,,Cité Ennassre Menaa,Menaa,Medjedel,M'Sila,Algeria,6547251
1033,035 56 91 02,035 56 92 69,apc_souamaa.msila@yahoo.com,,Cité cheikh bouamama Avenue Amir abdelkader,Souamaa,Ouled Derradj,M'Sila,Algeria,6547262
1034,035 47 81 01,035 47 82 99,,,boulevard colonel amirouch,Ain El Melh,Ain El Melh,M'Sila,Algeria,5544000
1035,035 43 01 05,035 43 01 79,medjedel2842@gmail.com,,Cité Atique ( centre-ville),Medjedel,Medjedel,M'Sila,Algeria,6547250
1036,035 42 54 04,035 42 54 05,apcslim@gmail.com,,Cité el moudjahid lgrab mohamed,Slim,Djebel Messaad,M'Sila,Algeria,5514905
1037,035 47 32 59,035 47 82 99,apcainrich2844@yahoo.fr,,Cité du nord,Ain Errich,Ain El Melh,M'Sila,Algeria,5526120
1038,035 40 31 48,035 40 33 22,apcsidiaissa2845@gmail.com,,Cité Mohamed Boudiaf beni ilmane,Beni Ilmane,Sidi Aissa,M'Sila,Algeria,6547232
1039,035 46 61 02,035 46 61 03,apcoultem2846@gmail.com,,cité el allig,Oultem,Bousaada,M'Sila,Algeria,6547258
1040,035 46 11 01,035 46 15 82,apcmessaad28@gmail.com,,rue okba said ben madani cité lazrag ahmed ben belkacem,Djebel Messaad,Djebel Messaad,M'Sila,Algeria,5561173
1041,045 72 19 43/045 72 19 46,045 72 19 38,communemacara2970@gmail.com,,RUE BEHLOUL BELDJILALI SIEGE APC MASCARA,Mascara,Mascara,Mascara,Algeria,4571792
1042,045 76 78 29,045 76 78 30,,,RUE EL DJEMHOURIA CITEE MEKID DJILALI SIEGE APC BOUHANIFIA,Bouhanifia,Bouhanifia,Mascara,Algeria,5585374
1043,045 75 89 78,045 75 80 49,apctizi2903@gmail.com,,RUE NACEREDINE SIEGE APC TIZI,Tizi,Tizi,Mascara,Algeria,4652433
1044,045 70 03 21,045 70 01 71,,,RUE FRERES HEMDAD SIEGE APC HACINE,Hacine,Bouhanifia,Mascara,Algeria,6668176
1045,045 75 70 32,045 75 76 63,,,RUE DE L'INDEPENDANCE SIEGE APC MAOUSSA,Maoussa,Ghriss,Mascara,Algeria,4589684
1046,045 97 22 49/045 97 22 50 ,045 97 22 47,,,RUE EL CHOUHEDA SIEGE APC TIGHENNIF,Tighennif,Tighennif,Mascara,Algeria,4596004
1047,045 80 51 03/045 80 51 05,045 80 51 12,,,RUE EL EMIR AEK SIEGE APC HACHEM,El Hachem,Hachem,Mascara,Algeria,5348242
1048,045 85 45 41,045 85 45 22,,,RUE EL CHOUHEDA SIEGE APC SIDI KADA,Sidi Kada,Tighennif,Mascara,Algeria,6668190
1049,045 90 11 03,045 90 12 15,,,RUE EL EMIR AEK SIEGE APC ZELAMTA,Zelamta,Hachem,Mascara,Algeria,5349138
1050,045 88 71 12,045 88 71 75,,,RUE KHELIL KHELIL SIEGE APC OUED EL ABTAL,Oued El Abtal,Oued El Abtal,Mascara,Algeria,5347304
1051,045 90 01 02,045 90 01 03,,,RUE BOUKHENOUFA MOHAMEDSIEGE APC AIN FERAH,Ain Ferah,Oued El Abtal,Mascara,Algeria,5347189
1052,045 73 85 49,045 73 85 52,apcghriss@yahoo.fr,,RUE CITEE ADMINISTRATIVE SIEGE APC GHRISS,Ghriss,Ghriss,Mascara,Algeria,5488962
1053,045 81 02 00,045 81 04 42,,,RUE BERAHEL HEBIB SIEGE APC FEROHA,Froha,Tizi,Mascara,Algeria,5488961
1054,045 74 71 49,045 74 71 05,,,RUE LEKHAL HENIFI SIEGE APC MATEMORE,Matemore,Ghriss,Mascara,Algeria,5488963
1055,045 73 21 24,045 73 21 22,,,RUE MOHAMED BOUDYEF SIEGE APC MAKDA,Makdha,Ghriss,Mascara,Algeria,6668178
1056,045 73 41 01,045 73 42 27,sidiboussaid2916@gmail.com,,RUE SEGHIR MOHAMED SIEGE APC SIDI BOUSSAID,Sidi Boussaid,Ghriss,Mascara,Algeria,6668189
1057,045 98 17 03,045 98 17 02,,,RUE EL CHOUHEDA SIEGE APC EL BORDJ,El Bordj,El Bordj,Mascara,Algeria,6668171
1058,045 72 61 51,045 72 61 11,,,RUE BELKHIR AEK SIEGE APC AIN FEKAN,Ain Fekan,Ain Fekan,Mascara,Algeria,5482554
1059,045 74 21 12,045 74 21 04,,,RUE KEBIR MEDJADI SIEGE APC BENIAN,Benian,Aouf,Mascara,Algeria,6668168
1060,045 82 99 38,045 80 99 70,khalouia2920@gmail.com,,RUE 1ER NOVEMBRE SIEGE APC KHALOUIA,Khalouia,El Bordj,Mascara,Algeria,6668177
1061,045 78 71 29,045 78 71 26/045 78 71 30,,,RUE 5 JUILLET 1962 SIEGE APC MENAOUER,El Menaouer,El Bordj,Mascara,Algeria,6668173
1062,045 74 07 88,045 74 07 02,,,FAUBOURG 5 JUILLET RUE EL CHAHIDE AMRANI LARADJ SIEGE APC OUED TARIA,Oued Taria,Oued Taria,Mascara,Algeria,6668183
1063,045 73 61 24,045 73 61 24,,,RUE EL CHAHIDE MENAINI AEK SIEGE APC AOUF,Aouf,Aouf,Mascara,Algeria,6668167
1064,045 98 80 15,045 98 80 97,,,RUE ALEM AEK SIEGE APC AIN FARES,Ain Fares,Ain Fares,Mascara,Algeria,4595944
1065,045 73 29 01,045 73 29 09,,,RUE 1ER NOVEMBRE SIEGE APC AIN FRASS,Ain Fras,Ain Fekan,Mascara,Algeria,5581838
1066,045 64 82 21/045 64 82 17,045 64 82 19,,,RUE DE LA REVOLUTION SIEGE APC SIG,Sig,Sig,Mascara,Algeria,6668191
1067,045 64 33 00,045 64 33 06,,,RUE EL CHAHIDE SERIDJ AHMED SIEGE APC OGGAZ,Oggaz,Oggaz,Mascara,Algeria,6668182
1068,045 63 71 02,045 63 72 20,,,9 RUE 5 JUILLET SIEGE APC ALAIMIA,Alaimia,Oggaz,Mascara,Algeria,6668166
1069,045 63 31 03,045 63 31 04,apc.elgaada@gmail.com ,,FAUBOURG SEHRAOUI IBRAHIM SIEGE APC BEN ABDELLAH EL GAADA,El Gaada,Zahana,Mascara,Algeria,6668174
1070,045 64 15 20,045 64 16 17,,,RUE BALI BOU ABDELLAH SIEGE APC ZAHANA,Zahana,Zahana,Mascara,Algeria,6668192
1071,045 95 92 21,045 95 92 22,,,RUE EMIR AEK SIEGE APC MOHAMMADIA,Mohammadia,Mohammadia,Mascara,Algeria,6668180
1072,045 96 11 33,045 96 15 79,,,RUE KHALFI IBRAHIM SIEGE APC SIDI ABDELMOUMENE,Sidi Abdelmoumen,Mohammadia,Mascara,Algeria,6668188
1073,045 96 51 01,045 96 51 02,,,RUE ROUTE WILAYA N°43 SIEGE APC FERRAGUIG,Ferraguig,Mohammadia,Mascara,Algeria,6668175
1074,045 95 35 25,045 95 33 18,,,RUE EMIR AEK SIEGE APC EL GHOMRI,El Ghomri,Mohammadia,Mascara,Algeria,6668172
1075,045 95 61 88,045 95 61 01,info-sedjerara@gmail.com,,RUE EL CHAHIDE KELLIRI TAHER SIEGE APC SEDJERARA,Sedjerara,Mohammadia,Mascara,Algeria,6668185
1076,045 96 31 04,045 96 31 22,,,RUE EMIR AEK SIEGE APC MOCTA-DOUZ,Mocta-Douz,Mohammadia,Mascara,Algeria,6668179
1077,045 95 15 26/045 95 11 12,045 95 12 63,apc-bouhenni@yahoo.fr,,RUE 1ER NOVEMBRE N°3 SIEGE APC BOUHENNI,Bou Henni,Sig,Mascara,Algeria,6668169
1078,045 76 31 76,045 76 31 78,elgueithna2938@gmail.com,,RUE EL CHAHIDE ARIOUI BENYAHIA N°04 SIEGE APC EL GUEITENA,El Guettana,Bouhanifia,Mascara,Algeria,5585377
1079,045 72 54 21,045 72 54 22,,,RUE GHANI MOHAMED SIEGE APC MAMOUNIA,El Mamounia,Ain Fares,Mascara,Algeria,1334214
1080,045 73 04 05,045 73 04 09,apc.elkeurt@gmail.com,,RUE 1ER NOVEMBRE 1954 SIEGE APC EL KEURT,El Keurt,Tizi,Mascara,Algeria,4652378
1081,045 73 51 06,045 73 51 06,,,RUE CHENNINI MUSTAPHA SIEGE APC GHAROUS,Gharrous,Aouf,Mascara,Algeria,5349395
1082,045 74 18 02,045 74 18 07,apcguerdjoum@yahoo.com,,RUE EL CHAHIDE MEHELI TAHER SIEGE APC GUERDJOUM,Guerdjoum,Oued Taria,Mascara,Algeria,5481675
1083,045 63 61 03,045 63 61 59,,,RUE TAHER BELKHATER  ALI CHERIF SIEGE APC CHORFA,Chorfa,Sig,Mascara,Algeria,6668170
1084,045 63 51 05,045 63 51 02,,,03 RUE MOUDJAHIDE ZIANI NACER SIEGE APC RAS EL AIN AMIROUCHE,Ras El Ain Amirouche,Oggaz,Mascara,Algeria,6668184
1085,045 98 91 41,045 98 91 37,,,RUE MERAH ABDELLAH SIEGE APC NESMOTE,Nesmoth,Hachem,Mascara,Algeria,6668181
1086,045 88 61 01,045 88 61 01,,,RUE HEMATCHI MOHAMED SIEGE APC SIDI ABDELDJEBAR,Sidi Abdeldjebar,Oued El Abtal,Mascara,Algeria,6668187
1087,045 88 31 03,045 88 31 04,apcsehailia_mascara@gmail.com ,,RUE EL CHAHIDE SEMAIL BEN YESSAD SIEGE APC SEHAILIA,Sehailia,Tighennif,Mascara,Algeria,6668186
1088,029769066/029769037,29764575,,,Siège de la Commune,Ouargla,Ouargla,Ouargla,Algeria,4601326
1089,29777170,29777171,,,Siège de la Commune,Ain Beida,Sidi Khouiled,Ouargla,Algeria,4603105
1090,29681550,29683937,,,Siège de la Commune,N'Goussa,N'Goussa,Ouargla,Algeria,6542941
1091,29744803,29744792,,,Siège de la Commune,Hassi Messaoud,Hassi Messaoud,Ouargla,Algeria,6542939
1092,29645294,NEANT,,,Siège de la Commune,Rouissat,Ouargla,Ouargla,Algeria,4602355
1093,029689033/029689032,29687399,,,Siège de la Commune,Blidet Amor,Temacine,Ouargla,Algeria,6542935
1094,29670940,29670958,,,Siège de la Commune,Tebesbest,Touggourt,Ouargla,Algeria,5711076
1095,29670808,29670668,,,Siège de la Commune,Nezla,Touggourt,Ouargla,Algeria,5711075
1096,29690771,29691386,,,Siège de la Commune,Zaouia El Abidia,Touggourt,Ouargla,Algeria,5711078
1097,29694220,29694201,,,Siège de la Commune,Sidi Slimane,Megarine,Ouargla,Algeria,6542942
1098,29772705,29772701,,,Siège de la Commune,Sidi Khouiled,Sidi Khouiled,Ouargla,Algeria,4603118
1099,29774189,29774251,,,Siège de la Commune,Hassi Ben Abdellah,Sidi Khouiled,Ouargla,Algeria,5129428
1100,029681550/029682151,29683937,,,Siège de la Commune,Touggourt,Touggourt,Ouargla,Algeria,5711077
1101,NEANT,29613047,,,Siège de la Commune,El-Hadjira,El-Hadjira,Ouargla,Algeria,6542937
1102,29611055,29621208,,,Siège de la Commune,Taibet,Taibet,Ouargla,Algeria,6542944
1103,29634001,29633614,,,Siège de la Commune,Temacine,Temacine,Ouargla,Algeria,6542943
1104,29625268,29625168,,,Siège de la Commune,Benaceur,Taibet,Ouargla,Algeria,6542934
1105,29680125,29680273,,,Siège de la Commune,M'Naguer,Taibet,Ouargla,Algeria,6542979
1106,29688808,29688010,,,Siège de la Commune,Megarine,Megarine,Ouargla,Algeria,6542940
1107,NEANT,29614164,,,Siège de la Commune,El Alia,El-Hadjira,Ouargla,Algeria,6542936
1108,29753108,29753106,,,Siège de la Commune,El Borma,El Borma,Ouargla,Algeria,6542938
1109,041 29 10 66,041 29 53 23/24,,,BOULEVARD DE LA SOUMMAM,Oran,Oran,Oran,Algeria,1259562
1110,041 78 46 61/041 78 46 64,041 78 46 65,,,25 AVENUE MOHAMED KHEMISTI,Gdyel,Gdyel,Oran,Algeria,4270862
1111,041 27 32 76/041 27 32 77,041 27 32 73,apcbireldjir@yahoo.fr,,RUE SLIMANI MOHAMED,Bir El Djir,Bir El Djir,Oran,Algeria,2078699
1112,041 27 68 58/041 27 68 60,041 27 68 57,,,BOULEVARD DE LA REVOLUTION,Hassi Bounif,Bir El Djir,Oran,Algeria,2079112
1113,041 56 64 66/041 56 64 67,041 56 64 69,,,RUE  GHERASSI BOUAZA,Es Senia,Es Senia,Oran,Algeria,1259764
1114,041 77 15 16/041 77 15 09,041 77 15 15,apcsidichami@yahoo.fr,,RUE ABDELHAMID IBN BADIS,Arzew,Arzew,Oran,Algeria,4271171
1115,041 76 90 04/041 76 90 06,041 76 90 05,,,AVENUE AHMED ZABANA,Bethioua,Bethioua,Oran,Algeria,3170952
1116,041 76 60 95,041 76 60 94,,,AVENUE MOHAMED KHEMISTI,Marsat El Hadjadj,Bethioua,Oran,Algeria,3170951
1117,041 10 99 88,041 10 99 88,,,7 RUE DE PASTEUR,Ain Turk,Ain Turk,Oran,Algeria,1259773
1118,041 11 01 16,041 11 05 80,,,BOULEVARD AKID OTHMANE,El Ancor,Ain Turk,Oran,Algeria,4267290
1119,041 18 71 75/041 18 77 17,041 18 71 74,apcotlelat@yahoo.fr,,RUE HAMED ZITOUNI,Oued Tlelat,Oued Tlelat,Oran,Algeria,4270377
1120,041 18 52 47,041 18 52 47,,,30  RUE  CHAHID GHARBI GHALEM,Tafraoui,Oued Tlelat,Oran,Algeria,4270346
1121,041 27 94 71/041 27 94 72,041 27 02 27,apcessenia@gmail.com,,BOULEVARD DE LA REPUBLIQUE,Sidi Chami,Es Senia,Oran,Algeria,2078700
1122,041 76 33 07/041 76 33 08,041 76 33 08,,,14  RUE CHAHID BELMAKHLOUF BENYEBKA,Boufatis,Oued Tlelat,Oran,Algeria,4270795
1123,041 15 54 55,041 15 57 16,apcmekalgerie@yahoo.fr,,1 RUE DE L'INDEPNEDANCE,Mers El Kebir,Ain Turk,Oran,Algeria,1259772
1124,041 10 24 24/041 10 21 92,041 10 25 07,,,BOULEVARD CHEIKH IBN BADIS,Bousfer,Ain Turk,Oran,Algeria,4267270
1125,041 41 80 86,041 41 41 70 68,communeelkerma@yahoo.fr,,PLACE MOHAMED KHEMISTI,El Kerma,Es Senia,Oran,Algeria,4267830
1126,041 85 91 79/041 85 91 80,041 85 91 79,apcbraya3118@yahoo.fr,,31  RUE EMIR ABDELKADER,El Braya,Oued Tlelat,Oran,Algeria,4270378
1127,041 76 42 62,041 76 42 60,,,ROUTE CHEMIN WILAYA   (CW) 46,Hassi Ben Okba,Bir El Djir,Oran,Algeria,4267303
1128,041 78 81 81,041 78 82 78,,,12 RUE CHAHID COLONEL LOTFI,Ben Freha,Gdyel,Oran,Algeria,4270796
1129,041 78 71 70,041 71 71 73,,,PLACE DU  1 NOVEMBRE 1954,Hassi Mefsoukh,Gdyel,Oran,Algeria,4270902
1130,041 76 12 13,041 76 12 12,,,RUE LARBI BEN M'HIDI,Sidi Ben Yebka,Arzew,Oran,Algeria,4271172
1131,041 19 00 48,041 19 00 47,apcmessreghin@gmail.com,,RUE MOHAMED KHEMISTI,Misserghin,Boutlelis,Oran,Algeria,1259561
1132,041 19 61 34,041 19 61 32/041 19 63 63,,,RUE RAHOU  BAGHDAD,Boutlelis,Boutlelis,Oran,Algeria,4267929
1133,041 22 81 67,041 22 81 68,,,SIGE APC AIN EL KERMA,Ain Kerma,Boutlelis,Oran,Algeria,4267928
1134,040 22 64 14,,,,DOUAR CHEHAIRIA AIN EL BIA,Ain El Bia,Bethioua,Oran,Algeria,4268173
1135,049 61 32 57,049 61 33 82,,,COMMUNE  EL BAYADH,El Bayadh,El Bayadh,El Bayadh,Algeria,6533981
1136,049 61 01 28,049 61  01 27 ,,,COMMUNE DE ROGASSA,Rogassa,Rogassa,El Bayadh,Algeria,6533988
1137,049 65 21 25 ,049 65 21 24,,,COMMUNE DE STITTEN,Stitten,Boussemghoun,El Bayadh,Algeria,6533992
1138,049 62 15 10,049 62 15 05,,,COMMUNE DE BREZINA,Brezina,Boualem,El Bayadh,Algeria,6533977
1139,049 62 81 12,049 62 82 19,,,COMMUNE DE GUASSOUL,Ghassoul,Bougtob,El Bayadh,Algeria,6533984
1140,049 65 40 41,049 65 40 56,,,COMMUNE DE BOUALEM,Boualem,Boussemghoun,El Bayadh,Algeria,6533974
1141,049 63 31 67,049 63 31 64,,,COMMUNE de arbaouat,Arbaouat,Boualem,El Bayadh,Algeria,6533972
1142,049 62 40 47,049 62 42 16,,,COMMUNE de bougtob,Bougtoub,Rogassa,El Bayadh,Algeria,6533975
1143,049 72 72 87,049 72 71 42,,,COMMUNE d'el-khaither,El Kheiter,Bougtob,El Bayadh,Algeria,6533982
1144,049 61 93 64,049 61 92 50,,,COMMUNE DE EL KEF-LAHMAR,Kef El Ahmar,Bougtob,El Bayadh,Algeria,6533985
1145,049 63 42 32,049 63 42 32,,,COMMUNE de chellala,Chellala,Bougtob,El Bayadh,Algeria,6533979
1146,049 62 29 20,049 62 29 20,,,COMMUNE DE KREKDA,Krakda,Boussemghoun,El Bayadh,Algeria,6533986
1147,049 63 01 43,049 63 01 47,,,COMMUNE de el-banoud,El Bnoud,Boussemghoun,El Bayadh,Algeria,6533987
